tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
249,2020-04-20 12:24:21.2350,2020-04-20 12:28:31.0380,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,3369,E 82 St & East End Ave,40.7724607,-73.9468208,43566,Subscriber,1967,1
391,2020-04-20 12:24:21.7780,2020-04-20 12:30:53.1530,3497,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,42742,Subscriber,1973,1
1154,2020-04-20 12:24:22.2480,2020-04-20 12:43:36.6980,254,W 11 St & 6 Ave,40.73532427,-73.99800419,3786,Division St & Bowery,40.714193,-73.996732,17136,Subscriber,1964,2
713,2020-04-20 12:24:24.8660,2020-04-20 12:36:18.0470,3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,3145,E 84 St & Park Ave,40.77862688,-73.95772073,32790,Subscriber,1991,1
517,2020-04-20 12:24:34.8480,2020-04-20 12:33:12.7450,3790,Henry St & Middagh St,40.7003,-73.99158100000001,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,39851,Subscriber,1983,1
883,2020-04-20 12:24:35.3870,2020-04-20 12:39:18.8220,359,E 47 St & Park Ave,40.75510267,-73.97498696,3140,1 Ave & E 78 St,40.77140426,-73.9535166,28065,Subscriber,1979,1
1137,2020-04-20 12:24:42.8570,2020-04-20 12:43:40.6510,462,W 22 St & 10 Ave,40.74691959,-74.00451887,426,West St & Chambers St,40.71754834,-74.01322069,38918,Subscriber,1989,1
1220,2020-04-20 12:24:50.3100,2020-04-20 12:45:10.5100,2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,546,E 30 St & Park Ave S,40.74444921,-73.98303529,41245,Subscriber,1991,1
697,2020-04-20 12:24:51.0800,2020-04-20 12:36:28.1380,3345,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,3140,1 Ave & E 78 St,40.77140426,-73.9535166,41379,Subscriber,1973,1
93,2020-04-20 12:24:55.7530,2020-04-20 12:26:29.3380,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,29883,Subscriber,1982,1
191,2020-04-20 12:25:01.8340,2020-04-20 12:28:13.3070,394,E 9 St & Avenue C,40.72521311,-73.97768752,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,43233,Subscriber,1995,1
552,2020-04-20 12:25:02.9230,2020-04-20 12:34:15.7160,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3086,Graham Ave & Conselyea St,40.715143,-73.944507,40708,Subscriber,1978,2
619,2020-04-20 12:25:07.7340,2020-04-20 12:35:27.2390,448,W 37 St & 10 Ave,40.75660359,-73.9979009,212,W 16 St & The High Line,40.74334935,-74.00681753,43671,Subscriber,1954,1
969,2020-04-20 12:25:10.5230,2020-04-20 12:41:19.6320,3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760306,3787,Dock 72 Way & Market St,40.69985,-73.97140999999999,37880,Subscriber,1974,1
1552,2020-04-20 12:25:13.4330,2020-04-20 12:51:05.6220,3151,E 81 St & York Ave,40.7728384,-73.94989233,3140,1 Ave & E 78 St,40.77140426,-73.9535166,29898,Subscriber,1993,2
2827,2020-04-20 12:25:15.8460,2020-04-20 13:12:22.8920,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,499,Broadway & W 60 St,40.76915505,-73.98191841,33952,Customer,1991,2
2760,2020-04-20 12:25:16.8360,2020-04-20 13:11:17.5400,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,499,Broadway & W 60 St,40.76915505,-73.98191841,32948,Customer,1986,2
379,2020-04-20 12:25:17.1350,2020-04-20 12:31:36.3720,3424,E 106 St & Lexington Ave,40.791976,-73.945993,3345,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,40178,Subscriber,1988,2
10770,2020-04-20 12:25:25.4390,2020-04-20 15:24:55.4580,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,499,Broadway & W 60 St,40.76915505,-73.98191841,42914,Customer,1980,2
1425,2020-04-20 12:25:26.9670,2020-04-20 12:49:12.1520,127,Barrow St & Hudson St,40.73172428,-74.00674436,127,Barrow St & Hudson St,40.73172428,-74.00674436,15431,Subscriber,1991,2
1686,2020-04-20 12:25:30.0670,2020-04-20 12:53:36.2120,3047,Halsey St & Tompkins Ave,40.682368700000005,-73.944118,3864,Central Ave & Covert St,40.68929,-73.90951,16502,Customer,1969,0
2361,2020-04-20 12:25:30.9550,2020-04-20 13:04:52.7520,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,164,E 47 St & 2 Ave,40.75323098,-73.97032517,39275,Customer,1994,0
1124,2020-04-20 12:25:31.5110,2020-04-20 12:44:16.5090,485,W 37 St & 5 Ave,40.75038009,-73.98338988,127,Barrow St & Hudson St,40.73172428,-74.00674436,41194,Customer,1994,1
226,2020-04-20 12:25:31.6460,2020-04-20 12:29:17.7730,254,W 11 St & 6 Ave,40.73532427,-73.99800419,3905,4 Ave & E 12 St,40.732647,-73.99011,16889,Subscriber,1967,1
140,2020-04-20 12:25:32.3180,2020-04-20 12:27:52.6610,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,43508,Subscriber,1956,1
395,2020-04-20 12:25:38.1540,2020-04-20 12:32:13.3640,3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,3168,Central Park West & W 85 St,40.78472675,-73.96961715,39109,Subscriber,1974,1
1091,2020-04-20 12:25:41.4190,2020-04-20 12:43:53.1900,470,W 20 St & 8 Ave,40.74345335,-74.00004031,435,W 21 St & 6 Ave,40.74173969,-73.99415556,36262,Subscriber,1969,0
655,2020-04-20 12:25:43.8270,2020-04-20 12:36:39.1890,497,E 17 St & Broadway,40.73704984,-73.99009296,265,Stanton St & Chrystie St,40.72229346,-73.99147535,30497,Subscriber,1974,2
130,2020-04-20 12:25:47.5690,2020-04-20 12:27:57.8880,435,W 21 St & 6 Ave,40.74173969,-73.99415556,470,W 20 St & 8 Ave,40.74345335,-74.00004031,29037,Subscriber,1983,2
1594,2020-04-20 12:25:54.4320,2020-04-20 12:52:28.7530,3812,University Pl & E 14 St,40.734814,-73.992085,285,Broadway & E 14 St,40.73454567,-73.99074142,40173,Customer,1986,1
737,2020-04-20 12:25:54.5650,2020-04-20 12:38:12.2230,332,Cherry St,40.71219906,-73.97948148,311,Norfolk St & Broome St,40.7172274,-73.98802084,28545,Subscriber,1947,1
265,2020-04-20 12:25:56.5280,2020-04-20 12:30:22.4090,536,1 Ave & E 30 St,40.74144387,-73.97536082,461,E 20 St & 2 Ave,40.73587678,-73.98205027,33799,Subscriber,1973,1
493,2020-04-20 12:26:02.1590,2020-04-20 12:34:15.8170,3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,43702,Subscriber,1970,1
413,2020-04-20 12:26:10.8690,2020-04-20 12:33:04.0680,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,38260,Subscriber,1963,2
1222,2020-04-20 12:26:12.9550,2020-04-20 12:46:35.5550,3156,E 72 St & York Ave,40.76663814,-73.95348296,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,40546,Subscriber,1986,2
818,2020-04-20 12:26:22.1630,2020-04-20 12:40:00.9190,311,Norfolk St & Broome St,40.7172274,-73.98802084,276,Duane St & Greenwich St,40.71748752,-74.0104554,15209,Subscriber,1978,1
3392,2020-04-20 12:26:31.4160,2020-04-20 13:23:03.8810,146,Hudson St & Reade St,40.71625008,-74.0091059,146,Hudson St & Reade St,40.71625008,-74.0091059,39101,Subscriber,1966,1
1983,2020-04-20 12:26:32.9140,2020-04-20 12:59:35.9210,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,17397,Subscriber,1976,1
250,2020-04-20 12:26:46.9060,2020-04-20 12:30:57.2370,3745,36 Ave & 31 St,40.75651272984955,-73.92957486212252,3892,38 Ave & 29 St,40.75473,-73.93366999999999,41937,Subscriber,1993,1
1486,2020-04-20 12:26:48.1990,2020-04-20 12:51:34.3240,3563,28 St & 36 Ave,40.757186,-73.93271899999999,528,2 Ave & E 31 St,40.74290902,-73.97706058,27370,Subscriber,1970,1
2498,2020-04-20 12:26:49.4720,2020-04-20 13:08:28.4040,3992,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,3437,Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,29713,Subscriber,1973,1
506,2020-04-20 12:26:52.6090,2020-04-20 12:35:18.9270,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,346,Bank St & Hudson St,40.73652889,-74.00618026,42848,Subscriber,1965,1
496,2020-04-20 12:26:53.1940,2020-04-20 12:35:10.0910,128,MacDougal St & Prince St,40.72710258,-74.00297088,312,Allen St & Stanton St,40.722055,-73.989111,19573,Subscriber,1988,2
373,2020-04-20 12:26:53.7060,2020-04-20 12:33:07.1350,151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,349,Rivington St & Ridge St,40.71850211,-73.98329859,42943,Subscriber,1991,1
2832,2020-04-20 12:26:55.9220,2020-04-20 13:14:07.9790,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,39618,Customer,1986,1
1785,2020-04-20 12:26:58.1690,2020-04-20 12:56:44.1040,285,Broadway & E 14 St,40.73454567,-73.99074142,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,40260,Subscriber,1961,1
3062,2020-04-20 12:27:02.0390,2020-04-20 13:18:04.7100,168,W 18 St & 6 Ave,40.73971301,-73.99456405,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18882,Subscriber,1970,1
1171,2020-04-20 12:27:03.2450,2020-04-20 12:46:34.3340,3708,W 13 St & 5 Ave,40.735445,-73.99431,3708,W 13 St & 5 Ave,40.735445,-73.99431,40675,Customer,1994,1
2209,2020-04-20 12:27:03.8950,2020-04-20 13:03:53.6200,2009,Catherine St & Monroe St,40.71117444,-73.99682619,302,Avenue D & E 3 St,40.72082834,-73.97793172,37380,Subscriber,1989,1
383,2020-04-20 12:27:11.9140,2020-04-20 12:33:35.1980,490,8 Ave & W 33 St,40.751551,-73.993934,3749,Lexington Ave & E 36 St,40.747573958954796,-73.97880077362059,37777,Subscriber,1974,2
332,2020-04-20 12:27:12.7030,2020-04-20 12:32:45.5330,3505,Lexington Ave & E 127 St,40.805726,-73.936322,3518,Lenox Ave & W 126 St,40.808442,-73.94520870000001,41253,Customer,1986,1
612,2020-04-20 12:27:12.9330,2020-04-20 12:37:25.6190,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,401,Allen St & Rivington St,40.72019576,-73.98997825,38187,Subscriber,1992,1
1523,2020-04-20 12:27:15.3350,2020-04-20 12:52:38.3430,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,3780,Wyckoff Av & Stanhope St,40.703545,-73.917775,36552,Subscriber,1990,1
1054,2020-04-20 12:27:17.1970,2020-04-20 12:44:52.0560,3770,Central Ave & Flushing Ave,40.702831,-73.9333,3770,Central Ave & Flushing Ave,40.702831,-73.9333,33913,Customer,1969,0
1993,2020-04-20 12:27:18.8720,2020-04-20 13:00:32.2380,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,482,W 15 St & 7 Ave,40.73935542,-73.99931783,15868,Subscriber,1982,1
313,2020-04-20 12:27:20.4830,2020-04-20 12:32:33.7670,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3467,W Broadway & Spring St,40.72494672359416,-74.00165855884552,36785,Subscriber,1994,1
2658,2020-04-20 12:27:29.3030,2020-04-20 13:11:47.6850,3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,39003,Subscriber,1954,2
953,2020-04-20 12:27:29.5190,2020-04-20 12:43:23.0490,462,W 22 St & 10 Ave,40.74691959,-74.00451887,426,West St & Chambers St,40.71754834,-74.01322069,14883,Customer,1969,0
796,2020-04-20 12:27:32.0500,2020-04-20 12:40:48.1940,453,W 22 St & 8 Ave,40.74475148,-73.99915362,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,41437,Subscriber,1956,1
434,2020-04-20 12:27:35.5400,2020-04-20 12:34:49.9050,3699,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,499,Broadway & W 60 St,40.76915505,-73.98191841,38173,Subscriber,1986,1
132,2020-04-20 12:27:37.5390,2020-04-20 12:29:50.4630,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,38349,Subscriber,1966,1
3650,2020-04-20 12:27:42.4650,2020-04-20 13:28:33.2610,2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,36559,Subscriber,1991,2
2634,2020-04-20 12:27:43.8500,2020-04-20 13:11:37.8910,3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,34205,Subscriber,1945,1
625,2020-04-20 12:27:44.2330,2020-04-20 12:38:09.9570,3593,31 St & Broadway,40.761584,-73.925921,3691,28 Ave & 44 St,40.76408932350689,-73.9106512069702,29559,Subscriber,1992,2
727,2020-04-20 12:27:45.0040,2020-04-20 12:39:52.1550,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3314,W 95 St & Broadway,40.7937704,-73.971888,41618,Subscriber,1991,1
1765,2020-04-20 12:27:49.9240,2020-04-20 12:57:15.3510,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,3243,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,39168,Subscriber,1968,1
4723,2020-04-20 12:27:50.6470,2020-04-20 13:46:33.9460,516,E 47 St & 1 Ave,40.75206862,-73.96784384,387,Centre St & Chambers St,40.71273266,-74.0046073,30690,Customer,1988,1
497,2020-04-20 12:27:55.8840,2020-04-20 12:36:13.4470,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,3755,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037,43105,Subscriber,1979,1
837,2020-04-20 12:28:04.0420,2020-04-20 12:42:01.4790,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,36022,Customer,1995,1
234,2020-04-20 12:28:04.3330,2020-04-20 12:31:58.9350,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,304,Broadway & Battery Pl,40.70463334,-74.01361706,39175,Subscriber,1987,1
445,2020-04-20 12:28:09.4830,2020-04-20 12:35:34.5180,435,W 21 St & 6 Ave,40.74173969,-73.99415556,509,9 Ave & W 22 St,40.7454973,-74.00197139,42672,Subscriber,1971,1
765,2020-04-20 12:28:11.5580,2020-04-20 12:40:56.7820,359,E 47 St & Park Ave,40.75510267,-73.97498696,445,E 10 St & Avenue A,40.72740794,-73.98142006,37039,Subscriber,1973,1
166,2020-04-20 12:28:12.4370,2020-04-20 12:30:58.9310,3764,Bushwick Ave & McKibbin St,40.705517,-73.93936,3068,Humboldt St & Varet St,40.7031724,-73.940636,33381,Subscriber,1989,1
967,2020-04-20 12:28:14.1840,2020-04-20 12:44:21.7500,440,E 45 St & 3 Ave,40.75255434,-73.97282625,509,9 Ave & W 22 St,40.7454973,-74.00197139,19858,Customer,1977,2
519,2020-04-20 12:28:14.9630,2020-04-20 12:36:54.7550,3774,Knickerbocker Ave & George St,40.704425,-73.92836,3773,Knickerbocker Ave & Thames St,40.70539,-73.92976,40820,Subscriber,1994,1
1448,2020-04-20 12:28:18.4460,2020-04-20 12:52:27.0060,3314,W 95 St & Broadway,40.7937704,-73.971888,3527,5 Ave & E 126 St,40.806979999999996,-73.94174699999999,31171,Subscriber,1987,2
853,2020-04-20 12:28:23.0580,2020-04-20 12:42:36.8980,3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,3397,Court St & Nelson St,40.6763947,-73.99869893,19737,Subscriber,1961,1
2262,2020-04-20 12:28:32.1330,2020-04-20 13:06:14.7030,3226,W 82 St & Central Park West,40.78275,-73.97137,3226,W 82 St & Central Park West,40.78275,-73.97137,39785,Subscriber,1993,1
2588,2020-04-20 12:28:32.5540,2020-04-20 13:11:40.6950,3746,6 Ave & Broome St,40.72430832160217,-74.00473035871983,363,West Thames St,40.70834698,-74.01713445,37072,Subscriber,1988,1
871,2020-04-20 12:28:34.7290,2020-04-20 12:43:06.5790,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,523,W 38 St & 8 Ave,40.75466591,-73.99138152,36416,Subscriber,1956,1
486,2020-04-20 12:28:35.3510,2020-04-20 12:36:41.9850,497,E 17 St & Broadway,40.73704984,-73.99009296,445,E 10 St & Avenue A,40.72740794,-73.98142006,33456,Subscriber,1964,1
203,2020-04-20 12:28:41.0830,2020-04-20 12:32:05.0620,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3671,E 81 St & 2 Ave,40.77477944895728,-73.95427465438844,28524,Subscriber,1984,1
2752,2020-04-20 12:28:43.2050,2020-04-20 13:14:35.5240,514,12 Ave & W 40 St,40.76087502,-74.00277668,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,17010,Subscriber,1955,2
1721,2020-04-20 12:28:47.1410,2020-04-20 12:57:28.7570,3868,Knickerbocker Ave & Halsey St,40.693000000000005,-73.90824,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,28575,Customer,1983,1
1724,2020-04-20 12:28:52.6160,2020-04-20 12:57:36.6190,217,Old Fulton St,40.70277159,-73.99383605,3789,Fulton St & Irving Pl,40.68186,-73.95943199999999,39196,Customer,1969,0
1302,2020-04-20 12:28:53.6870,2020-04-20 12:50:36.5200,2009,Catherine St & Monroe St,40.71117444,-73.99682619,502,Henry St & Grand St,40.714211,-73.981095,41664,Subscriber,1977,1
343,2020-04-20 12:28:54.4690,2020-04-20 12:34:38.3540,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,3547,Broadway & Moylan Pl,40.8143256,-73.9590255,27671,Subscriber,1979,1
605,2020-04-20 12:28:59.5710,2020-04-20 12:39:05.2410,435,W 21 St & 6 Ave,40.74173969,-73.99415556,237,E 11 St & 2 Ave,40.73047309,-73.98672378,28064,Subscriber,1975,1
320,2020-04-20 12:29:02.3970,2020-04-20 12:34:22.6140,467,Dean St & 4 Ave,40.68312489,-73.97895137,467,Dean St & 4 Ave,40.68312489,-73.97895137,33330,Subscriber,1977,1
519,2020-04-20 12:29:10.4310,2020-04-20 12:37:50.0420,3355,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,38565,Subscriber,1949,1
420,2020-04-20 12:29:10.8160,2020-04-20 12:36:11.2140,448,W 37 St & 10 Ave,40.75660359,-73.9979009,447,8 Ave & W 52 St,40.76370739,-73.9851615,39896,Subscriber,1987,1
367,2020-04-20 12:29:19.3220,2020-04-20 12:35:26.3560,128,MacDougal St & Prince St,40.72710258,-74.00297088,383,Greenwich Ave & Charles St,40.735238,-74.000271,29374,Subscriber,1972,1
690,2020-04-20 12:29:26.8500,2020-04-20 12:40:56.9950,174,E 25 St & 1 Ave,40.7381765,-73.97738662,2022,E 60 St & York Ave,40.759107,-73.959223,40539,Subscriber,1991,1
791,2020-04-20 12:29:30.5530,2020-04-20 12:42:42.3710,453,W 22 St & 8 Ave,40.74475148,-73.99915362,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,32835,Subscriber,1963,1
916,2020-04-20 12:29:31.5230,2020-04-20 12:44:47.8900,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,308,St James Pl & Oliver St,40.71307916,-73.99851193,32353,Subscriber,1982,1
693,2020-04-20 12:29:34.4980,2020-04-20 12:41:08.1690,3785,W 42 St & 6 Ave,40.75492,-73.98455,174,E 25 St & 1 Ave,40.7381765,-73.97738662,37870,Subscriber,1994,1
537,2020-04-20 12:29:35.7000,2020-04-20 12:38:33.6540,461,E 20 St & 2 Ave,40.73587678,-73.98205027,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,24747,Subscriber,1977,1
531,2020-04-20 12:29:39.4920,2020-04-20 12:38:31.0160,3597,43 St & Broadway,40.7577284,-73.9166368,3523,24 Ave & 29 St,40.7729,-73.91614200000001,39547,Subscriber,1997,1
1140,2020-04-20 12:29:40.4010,2020-04-20 12:48:40.8100,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,465,Broadway & W 41 St,40.75513557,-73.98658032,30872,Subscriber,1968,1
371,2020-04-20 12:29:48.3310,2020-04-20 12:35:59.8540,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,41224,Subscriber,1987,2
818,2020-04-20 12:29:50.7690,2020-04-20 12:43:29.5650,514,12 Ave & W 40 St,40.76087502,-74.00277668,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,31961,Subscriber,1986,1
214,2020-04-20 12:29:52.9240,2020-04-20 12:33:27.9110,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,302,Avenue D & E 3 St,40.72082834,-73.97793172,43059,Subscriber,1963,1
185,2020-04-20 12:29:54.0870,2020-04-20 12:33:00.0560,3109,Banker St & Meserole Ave,40.72606,-73.95621,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,38647,Subscriber,1981,1
219,2020-04-20 12:29:54.8820,2020-04-20 12:33:34.3120,212,W 16 St & The High Line,40.74334935,-74.00681753,405,Washington St & Gansevoort St,40.739323,-74.008119,14843,Subscriber,1962,2
240,2020-04-20 12:29:55.4150,2020-04-20 12:33:55.9170,334,W 20 St & 7 Ave,40.74238787,-73.99726235,3739,Perry St & Greenwich Ave,40.735918,-74.000939,43008,Subscriber,1979,1
115,2020-04-20 12:29:59.0880,2020-04-20 12:31:54.7820,3358,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,39794,Subscriber,1961,2
756,2020-04-20 12:30:08.5440,2020-04-20 12:42:44.9710,509,9 Ave & W 22 St,40.7454973,-74.00197139,453,W 22 St & 8 Ave,40.74475148,-73.99915362,28197,Subscriber,1971,1
142,2020-04-20 12:30:09.2130,2020-04-20 12:32:32.0350,3081,Graham Ave & Grand St,40.711863,-73.944024,3454,Leonard St & Maujer St,40.71036854235229,-73.94705951213838,16824,Subscriber,1994,1
552,2020-04-20 12:30:10.9650,2020-04-20 12:39:23.6170,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,502,Henry St & Grand St,40.714211,-73.981095,33974,Subscriber,1953,2
4684,2020-04-20 12:30:11.5650,2020-04-20 13:48:16.1400,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3141,1 Ave & E 68 St,40.76500525,-73.95818491,42864,Subscriber,1994,2
1648,2020-04-20 12:30:14.3730,2020-04-20 12:57:42.5600,217,Old Fulton St,40.70277159,-73.99383605,3789,Fulton St & Irving Pl,40.68186,-73.95943199999999,40949,Customer,1969,0
1105,2020-04-20 12:30:14.6180,2020-04-20 12:48:39.6940,467,Dean St & 4 Ave,40.68312489,-73.97895137,467,Dean St & 4 Ave,40.68312489,-73.97895137,33962,Subscriber,1990,1
975,2020-04-20 12:30:15.1880,2020-04-20 12:46:30.5630,516,E 47 St & 1 Ave,40.75206862,-73.96784384,3363,E 102 St & Park Ave,40.7904828,-73.95033068,37102,Subscriber,1982,1
462,2020-04-20 12:30:21.5800,2020-04-20 12:38:04.5790,3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,41204,Subscriber,1967,2
651,2020-04-20 12:30:24.1940,2020-04-20 12:41:15.6460,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3409,Bergen St & Smith St,40.686744299999994,-73.99063168,35258,Subscriber,1988,1
1454,2020-04-20 12:30:24.9620,2020-04-20 12:54:39.2610,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,32891,Subscriber,1995,2
331,2020-04-20 12:30:25.8230,2020-04-20 12:35:57.2970,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,3092,Berry St & N 8 St,40.7190095,-73.95852515,41137,Subscriber,1986,1
711,2020-04-20 12:30:26.6440,2020-04-20 12:42:18.2270,497,E 17 St & Broadway,40.73704984,-73.99009296,3744,1 Ave & E 5 St,40.725864,-73.986389,39224,Subscriber,1972,0
647,2020-04-20 12:30:31.5690,2020-04-20 12:41:19.3330,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3409,Bergen St & Smith St,40.686744299999994,-73.99063168,40066,Subscriber,1987,2
97,2020-04-20 12:30:34.3200,2020-04-20 12:32:11.4350,3728,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,391,Clark St & Henry St,40.69760127,-73.99344559,40905,Subscriber,1988,1
1867,2020-04-20 12:30:36.1440,2020-04-20 13:01:43.8640,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,482,W 15 St & 7 Ave,40.73935542,-73.99931783,43020,Subscriber,1971,1
259,2020-04-20 12:30:37.4170,2020-04-20 12:34:56.4170,3815,E 51 St & 2 Ave,40.755293,-73.967641,305,E 58 St & 3 Ave,40.76095756,-73.96724467,42903,Subscriber,1979,1
2241,2020-04-20 12:30:40.9080,2020-04-20 13:08:02.7110,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,43707,Customer,1969,0
1358,2020-04-20 12:30:41.7220,2020-04-20 12:53:19.7730,3392,Commerce St & Van Brunt St,40.681211700000006,-74.00860912,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,43168,Customer,1986,1
1428,2020-04-20 12:30:47.8510,2020-04-20 12:54:36.0850,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,497,E 17 St & Broadway,40.73704984,-73.99009296,36758,Subscriber,1982,1
770,2020-04-20 12:30:59.8200,2020-04-20 12:43:50.5500,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,387,Centre St & Chambers St,40.71273266,-74.0046073,20954,Customer,1995,1
773,2020-04-20 12:31:12.8850,2020-04-20 12:44:06.4190,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,3287,W 87 St & West End Ave,40.789621999999994,-73.97757,43623,Customer,1995,1
513,2020-04-20 12:31:18.3430,2020-04-20 12:39:51.8850,3749,Lexington Ave & E 36 St,40.747573958954796,-73.97880077362059,515,W 43 St & 10 Ave,40.76009437,-73.99461843,43519,Subscriber,1981,1
1477,2020-04-20 12:31:18.7880,2020-04-20 12:55:56.5340,3738,Delancey St & Eldridge St,40.719383,-73.991479,531,Forsyth St & Broome St,40.71893904,-73.99266288,41333,Subscriber,1985,2
1971,2020-04-20 12:31:19.1360,2020-04-20 13:04:10.9200,355,Bayard St & Baxter St,40.71602118,-73.99974372,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,41500,Subscriber,1987,2
743,2020-04-20 12:31:21.5390,2020-04-20 12:43:44.6900,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,387,Centre St & Chambers St,40.71273266,-74.0046073,20553,Customer,1994,1
