tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2905,2020-04-20 16:08:51.6570,2020-04-20 16:57:17.5490,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,43480,Subscriber,1963,2
1886,2020-04-20 16:08:53.1250,2020-04-20 16:40:19.5460,3516,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001,3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,33849,Customer,1992,1
500,2020-04-20 16:08:54.4790,2020-04-20 16:17:14.6760,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,285,Broadway & E 14 St,40.73454567,-73.99074142,43595,Subscriber,1969,1
1777,2020-04-20 16:08:57.2340,2020-04-20 16:38:34.4960,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,43587,Subscriber,1986,1
1703,2020-04-20 16:09:04.4170,2020-04-20 16:37:27.9160,3378,E 76 St & Park Ave,40.773763,-73.96222088,3137,5 Ave & E 73 St,40.77282817,-73.96685276,17392,Subscriber,1979,1
2200,2020-04-20 16:09:05.4900,2020-04-20 16:45:46.0860,3116,Huron St & Franklin St,40.732659999999996,-73.95826,3116,Huron St & Franklin St,40.732659999999996,-73.95826,17570,Customer,1969,0
1827,2020-04-20 16:09:07.9960,2020-04-20 16:39:35.3370,3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,28576,Subscriber,1984,1
283,2020-04-20 16:09:08.8180,2020-04-20 16:13:52.0000,3416,7 Ave & Park Pl,40.67761470000001,-73.97324283,3365,3 St & 7 Ave,40.67038370000001,-73.97839676,30459,Subscriber,1988,1
97,2020-04-20 16:09:13.3340,2020-04-20 16:10:50.7450,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3552,W 113 St & Broadway,40.805973,-73.964928,41285,Subscriber,1958,1
1844,2020-04-20 16:09:15.3730,2020-04-20 16:40:00.2140,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3136,5 Ave & E 63 St,40.766368,-73.971518,39369,Subscriber,1980,1
935,2020-04-20 16:09:19.8070,2020-04-20 16:24:54.8210,307,Canal St & Rutgers St,40.71427487,-73.98990025,307,Canal St & Rutgers St,40.71427487,-73.98990025,33380,Subscriber,1978,2
580,2020-04-20 16:09:23.2860,2020-04-20 16:19:03.9710,520,W 52 St & 5 Ave,40.75992262,-73.97648516,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,16984,Subscriber,1971,1
2443,2020-04-20 16:09:26.9180,2020-04-20 16:50:10.7110,307,Canal St & Rutgers St,40.71427487,-73.98990025,350,Clinton St & Grand St,40.71559509,-73.9870295,38875,Customer,1973,2
759,2020-04-20 16:09:27.9630,2020-04-20 16:22:07.6700,3785,W 42 St & 6 Ave,40.75492,-73.98455,503,E 20 St & Park Ave,40.73827428,-73.98751968,20021,Subscriber,1989,1
2133,2020-04-20 16:09:30.2080,2020-04-20 16:45:03.5060,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,32892,Subscriber,1968,2
665,2020-04-20 16:09:33.9720,2020-04-20 16:20:39.6710,3375,3 Ave & E 72 St,40.7699426,-73.96060712,3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,16201,Subscriber,1986,2
265,2020-04-20 16:09:36.3530,2020-04-20 16:14:02.0890,461,E 20 St & 2 Ave,40.73587678,-73.98205027,536,1 Ave & E 30 St,40.74144387,-73.97536082,34088,Subscriber,1989,1
125,2020-04-20 16:09:38.5890,2020-04-20 16:11:44.1460,447,8 Ave & W 52 St,40.76370739,-73.9851615,469,Broadway & W 53 St,40.76344058,-73.98268129,30764,Subscriber,1966,1
2385,2020-04-20 16:09:41.0390,2020-04-20 16:49:26.0770,326,E 11 St & 1 Ave,40.72953837,-73.98426726,3916,Pearl St & Peck Slip,40.708484999999996,-74.002751,43421,Customer,1995,1
873,2020-04-20 16:09:41.2980,2020-04-20 16:24:14.4790,3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,32090,Subscriber,1965,1
790,2020-04-20 16:09:43.8690,2020-04-20 16:22:54.4750,3160,Central Park West & W 76 St,40.77896784,-73.97374737,3437,Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,35947,Subscriber,1953,1
1794,2020-04-20 16:09:44.3580,2020-04-20 16:39:39.2070,3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,19570,Customer,1984,1
264,2020-04-20 16:09:44.3680,2020-04-20 16:14:08.5270,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,393,E 5 St & Avenue C,40.72299208,-73.97995466,41040,Subscriber,1942,1
1072,2020-04-20 16:09:44.3740,2020-04-20 16:27:36.4790,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,517,Pershing Square South,40.751581,-73.97791,33600,Subscriber,1956,1
1133,2020-04-20 16:09:49.7920,2020-04-20 16:28:43.5930,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,301,E 2 St & Avenue B,40.72217444,-73.98368779,41500,Subscriber,1970,2
1036,2020-04-20 16:09:51.2750,2020-04-20 16:27:07.4230,3540,Morningside Ave & W 123 St,40.81,-73.9551508,3509,Lenox Ave & W 115 St,40.8011939,-73.9500739,18782,Subscriber,1951,1
1058,2020-04-20 16:09:51.6410,2020-04-20 16:27:29.8150,3141,1 Ave & E 68 St,40.76500525,-73.95818491,492,W 33 St & 7 Ave,40.75019995,-73.99093085,35203,Subscriber,1987,1
540,2020-04-20 16:09:51.6900,2020-04-20 16:18:51.9520,462,W 22 St & 10 Ave,40.74691959,-74.00451887,497,E 17 St & Broadway,40.73704984,-73.99009296,33814,Subscriber,1993,2
338,2020-04-20 16:09:52.2220,2020-04-20 16:15:30.4540,325,E 19 St & 3 Ave,40.73624527,-73.98473765,285,Broadway & E 14 St,40.73454567,-73.99074142,42755,Subscriber,1975,2
1615,2020-04-20 16:09:57.5110,2020-04-20 16:36:53.2800,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,41270,Subscriber,1966,1
2757,2020-04-20 16:09:57.8050,2020-04-20 16:55:55.3370,3601,Sterling St & Bedford Ave,40.6627059,-73.9569115,3601,Sterling St & Bedford Ave,40.6627059,-73.9569115,43698,Subscriber,1979,1
1241,2020-04-20 16:10:01.8140,2020-04-20 16:30:43.4070,3916,Pearl St & Peck Slip,40.708484999999996,-74.002751,497,E 17 St & Broadway,40.73704984,-73.99009296,42899,Subscriber,1968,2
1012,2020-04-20 16:10:03.8410,2020-04-20 16:26:56.0180,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,499,Broadway & W 60 St,40.76915505,-73.98191841,38586,Customer,1996,2
1045,2020-04-20 16:10:06.1400,2020-04-20 16:27:31.8840,517,Pershing Square South,40.751581,-73.97791,502,Henry St & Grand St,40.714211,-73.981095,38985,Subscriber,1962,1
557,2020-04-20 16:10:07.2170,2020-04-20 16:19:24.8320,3493,E 118 St & 3 Ave,40.799139000000004,-73.9389152,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,27505,Customer,1989,2
1894,2020-04-20 16:10:10.1450,2020-04-20 16:41:44.7450,238,Bank St & Washington St,40.7361967,-74.00859207,3457,E 58 St & Madison Ave,40.763025942805186,-73.97209525108337,30990,Subscriber,1961,2
592,2020-04-20 16:10:13.1270,2020-04-20 16:20:05.3920,3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,3543,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917357,41751,Subscriber,1980,1
430,2020-04-20 16:10:18.7280,2020-04-20 16:17:29.5150,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,3799,6 Ave & W 34 St,40.74964,-73.98805,42954,Customer,1996,1
657,2020-04-20 16:10:19.9450,2020-04-20 16:21:16.9480,3467,W Broadway & Spring St,40.72494672359416,-74.00165855884552,311,Norfolk St & Broome St,40.7172274,-73.98802084,31423,Subscriber,1952,1
957,2020-04-20 16:10:19.9910,2020-04-20 16:26:17.7010,426,West St & Chambers St,40.71754834,-74.01322069,285,Broadway & E 14 St,40.73454567,-73.99074142,42960,Subscriber,1960,1
524,2020-04-20 16:10:20.8190,2020-04-20 16:19:05.7580,519,Pershing Square North,40.751872999999996,-73.97770600000001,448,W 37 St & 10 Ave,40.75660359,-73.9979009,43647,Subscriber,1972,1
523,2020-04-20 16:10:22.0840,2020-04-20 16:19:05.8060,167,E 39 St & 3 Ave,40.7489006,-73.97604882,3134,3 Ave & E 62 St,40.76312584,-73.96526895,42722,Subscriber,1964,2
2237,2020-04-20 16:10:24.3100,2020-04-20 16:47:41.7080,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,29063,Subscriber,1979,1
215,2020-04-20 16:10:25.8750,2020-04-20 16:14:00.8890,386,Centre St & Worth St,40.71494807,-74.00234482,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,43911,Subscriber,1974,1
176,2020-04-20 16:10:26.0150,2020-04-20 16:13:22.3090,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,17242,Subscriber,1970,2
651,2020-04-20 16:10:27.0590,2020-04-20 16:21:18.7050,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,27585,Subscriber,1964,1
333,2020-04-20 16:10:29.5930,2020-04-20 16:16:03.1450,3293,W 92 St & Broadway,40.7921,-73.9739,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,41204,Subscriber,1989,1
556,2020-04-20 16:10:36.8880,2020-04-20 16:19:53.7200,3293,W 92 St & Broadway,40.7921,-73.9739,3160,Central Park West & W 76 St,40.77896784,-73.97374737,35305,Subscriber,1986,1
1628,2020-04-20 16:10:37.0390,2020-04-20 16:37:45.3820,489,10 Ave & W 28 St,40.75066386,-74.00176802,3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,43768,Customer,1957,1
532,2020-04-20 16:10:39.3170,2020-04-20 16:19:31.6430,3919,Wall St & South St,40.704370000000004,-74.00636999999999,307,Canal St & Rutgers St,40.71427487,-73.98990025,42651,Subscriber,1965,1
1908,2020-04-20 16:10:41.9640,2020-04-20 16:42:30.5790,195,Liberty St & Broadway,40.70905623,-74.01043382,195,Liberty St & Broadway,40.70905623,-74.01043382,15437,Customer,1969,0
966,2020-04-20 16:10:42.8300,2020-04-20 16:26:48.8770,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3507,Park Ave & E 124 St,40.8045555,-73.93968609999999,27608,Subscriber,1975,1
2879,2020-04-20 16:10:43.3740,2020-04-20 16:58:42.7820,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,499,Broadway & W 60 St,40.76915505,-73.98191841,40505,Subscriber,1960,1
1847,2020-04-20 16:10:43.5340,2020-04-20 16:41:31.1410,238,Bank St & Washington St,40.7361967,-74.00859207,3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,41773,Customer,2001,1
1408,2020-04-20 16:10:44.6550,2020-04-20 16:34:13.4240,478,11 Ave & W 41 St,40.76030096,-73.99884222,478,11 Ave & W 41 St,40.76030096,-73.99884222,43266,Customer,1991,1
409,2020-04-20 16:10:47.5970,2020-04-20 16:17:36.7150,476,E 31 St & 3 Ave,40.74394314,-73.97966069,487,E 20 St & FDR Drive,40.73314259,-73.97573881,37544,Subscriber,1984,1
1407,2020-04-20 16:10:48.2950,2020-04-20 16:34:16.2830,478,11 Ave & W 41 St,40.76030096,-73.99884222,478,11 Ave & W 41 St,40.76030096,-73.99884222,43072,Customer,1975,1
670,2020-04-20 16:10:49.2280,2020-04-20 16:21:59.9810,454,E 51 St & 1 Ave,40.75455731,-73.96592976,3140,1 Ave & E 78 St,40.77140426,-73.9535166,39006,Subscriber,1978,2
475,2020-04-20 16:10:50.4000,2020-04-20 16:18:45.4370,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,39168,Subscriber,1988,1
307,2020-04-20 16:10:51.8100,2020-04-20 16:15:59.0580,504,1 Ave & E 16 St,40.73221853,-73.98165557,3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845155,38725,Subscriber,1955,1
561,2020-04-20 16:10:52.2960,2020-04-20 16:20:14.2580,3493,E 118 St & 3 Ave,40.799139000000004,-73.9389152,3493,E 118 St & 3 Ave,40.799139000000004,-73.9389152,36911,Subscriber,1975,1
7496,2020-04-20 16:10:53.2030,2020-04-20 18:15:49.9670,3762,3 Ave & Carroll St,40.677027,-73.9865,3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,41349,Subscriber,1990,2
1694,2020-04-20 16:10:55.4540,2020-04-20 16:39:10.4480,358,Christopher St & Greenwich St,40.73291553,-74.00711384,3163,Central Park West & W 68 St,40.7734066,-73.97782542,41437,Subscriber,1987,2
745,2020-04-20 16:10:56.1440,2020-04-20 16:23:21.4570,3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,3325,E 95 St & 3 Ave,40.7849032,-73.950503,40868,Subscriber,1960,1
6942,2020-04-20 16:10:58.4330,2020-04-20 18:06:40.6570,128,MacDougal St & Prince St,40.72710258,-74.00297088,128,MacDougal St & Prince St,40.72710258,-74.00297088,43227,Subscriber,1978,1
880,2020-04-20 16:11:00.6940,2020-04-20 16:25:40.8710,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3869,Van Buren St & Broadway,40.692,-73.92617,35736,Subscriber,1980,1
106,2020-04-20 16:11:02.5160,2020-04-20 16:12:49.4280,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3288,E 88 St & 1 Ave,40.778301,-73.9488134,28524,Subscriber,1966,2
3207,2020-04-20 16:11:03.1080,2020-04-20 17:04:31.0040,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,403,E 2 St & 2 Ave,40.72502876,-73.99069656,32097,Customer,1969,0
84,2020-04-20 16:11:03.6770,2020-04-20 16:12:27.7990,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,33090,Subscriber,1993,1
1964,2020-04-20 16:11:04.3730,2020-04-20 16:43:48.9140,389,Broadway & Berry St,40.71044554,-73.96525063,282,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,28438,Subscriber,1986,1
708,2020-04-20 16:11:10.2800,2020-04-20 16:22:58.3950,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3141,1 Ave & E 68 St,40.76500525,-73.95818491,41786,Subscriber,1968,1
17005,2020-04-20 16:11:12.1270,2020-04-20 20:54:37.2030,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,40443,Customer,1969,0
2676,2020-04-20 16:11:19.4630,2020-04-20 16:55:55.5490,3288,E 88 St & 1 Ave,40.778301,-73.9488134,237,E 11 St & 2 Ave,40.73047309,-73.98672378,42008,Subscriber,1980,1
885,2020-04-20 16:11:23.4430,2020-04-20 16:26:08.8010,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,21580,Customer,1969,0
1493,2020-04-20 16:11:23.6650,2020-04-20 16:36:16.8110,332,Cherry St,40.71219906,-73.97948148,82,St James Pl & Pearl St,40.71117416,-74.00016545,39645,Subscriber,1951,1
654,2020-04-20 16:11:24.9830,2020-04-20 16:22:19.3050,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,128,MacDougal St & Prince St,40.72710258,-74.00297088,34256,Subscriber,1992,2
122,2020-04-20 16:11:25.7340,2020-04-20 16:13:27.9450,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,3144,E 81 St & Park Ave,40.77677702,-73.95900970000001,43358,Subscriber,1957,1
1377,2020-04-20 16:11:26.8730,2020-04-20 16:34:24.8290,3768,Waterbury St & Stagg St,40.710190000000004,-73.93734,3052,Lewis Ave & Madison St,40.686312,-73.935775,41444,Subscriber,1982,1
1551,2020-04-20 16:11:27.7010,2020-04-20 16:37:19.5420,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,3584,Eastern Pkwy & Franklin Ave,40.670776700000005,-73.9576801,42664,Customer,1988,1
2099,2020-04-20 16:11:29.5160,2020-04-20 16:46:29.5020,3603,31 Ave & 30 St,40.7647,-73.9240312,3600,31 Ave & Steinway St,40.761148799999994,-73.9170071,41274,Subscriber,1984,1
243,2020-04-20 16:11:30.0560,2020-04-20 16:15:33.8270,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,411,E 6 St & Avenue D,40.72228087,-73.97668709,17136,Subscriber,1978,1
6908,2020-04-20 16:11:30.4180,2020-04-20 18:06:38.8190,128,MacDougal St & Prince St,40.72710258,-74.00297088,128,MacDougal St & Prince St,40.72710258,-74.00297088,40530,Customer,1969,0
819,2020-04-20 16:11:30.9380,2020-04-20 16:25:10.6080,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,40252,Subscriber,1993,2
372,2020-04-20 16:11:35.1680,2020-04-20 16:17:47.6790,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3400,E 110 St & Madison Ave,40.796153499999996,-73.94782145,43610,Customer,1969,0
538,2020-04-20 16:11:36.1480,2020-04-20 16:20:34.2030,3516,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001,3593,31 St & Broadway,40.761584,-73.925921,32730,Subscriber,1988,2
221,2020-04-20 16:11:43.0280,2020-04-20 16:15:24.4130,280,E 10 St & 5 Ave,40.73331967,-73.99510132,483,E 12 St & 3 Ave,40.73223272,-73.98889957,21090,Subscriber,1962,2
222,2020-04-20 16:11:43.0650,2020-04-20 16:15:25.6040,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,35950,Subscriber,1967,1
844,2020-04-20 16:11:48.4880,2020-04-20 16:25:53.0700,3379,E 103 St & Lexington Ave,40.790305100000005,-73.94755757,3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,32051,Subscriber,1992,2
1641,2020-04-20 16:11:48.6810,2020-04-20 16:39:09.8580,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,3263,Cooper Square & Astor Pl,40.729514962249496,-73.99075269699097,40999,Subscriber,1967,1
441,2020-04-20 16:11:50.3000,2020-04-20 16:19:11.9080,3836,Bushwick Ave & Linden St,40.69146,-73.92146,3781,Greene Av & Myrtle Av,40.698568,-73.918877,41413,Subscriber,1987,2
1316,2020-04-20 16:11:50.3650,2020-04-20 16:33:46.7870,3305,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,3573,35 St & 34 Ave,40.7580583,-73.92427509999999,37520,Subscriber,1995,1
98,2020-04-20 16:11:53.0670,2020-04-20 16:13:32.0110,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,3457,E 58 St & Madison Ave,40.763025942805186,-73.97209525108337,43125,Subscriber,1960,1
1051,2020-04-20 16:11:53.5970,2020-04-20 16:29:25.2160,265,Stanton St & Chrystie St,40.72229346,-73.99147535,265,Stanton St & Chrystie St,40.72229346,-73.99147535,19832,Subscriber,1960,1
968,2020-04-20 16:11:55.4670,2020-04-20 16:28:03.8530,385,E 55 St & 2 Ave,40.75797322,-73.96603308,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,43299,Subscriber,1993,1
273,2020-04-20 16:11:56.5650,2020-04-20 16:16:29.8260,3690,Park Pl & Church St,40.71334184275907,-74.00935515761375,308,St James Pl & Oliver St,40.71307916,-73.99851193,40351,Subscriber,1988,1
435,2020-04-20 16:11:57.4120,2020-04-20 16:19:12.4600,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,402,Broadway & E 22 St,40.740343200000005,-73.98955109,15711,Subscriber,1957,1
993,2020-04-20 16:12:00.0980,2020-04-20 16:28:33.1470,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,36022,Subscriber,1965,1
382,2020-04-20 16:12:03.5360,2020-04-20 16:18:26.3770,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,492,W 33 St & 7 Ave,40.75019995,-73.99093085,43513,Subscriber,1960,2
235,2020-04-20 16:12:05.0640,2020-04-20 16:16:00.0880,3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,39139,Subscriber,1966,2
2236,2020-04-20 16:12:06.0680,2020-04-20 16:49:22.3910,326,E 11 St & 1 Ave,40.72953837,-73.98426726,3916,Pearl St & Peck Slip,40.708484999999996,-74.002751,43903,Customer,1997,2
634,2020-04-20 16:12:06.2020,2020-04-20 16:22:40.5390,3712,W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389,447,8 Ave & W 52 St,40.76370739,-73.9851615,31932,Customer,1989,2
2111,2020-04-20 16:12:07.8190,2020-04-20 16:47:19.0500,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3136,5 Ave & E 63 St,40.766368,-73.971518,40289,Subscriber,1961,1
821,2020-04-20 16:12:09.5920,2020-04-20 16:25:50.6650,517,Pershing Square South,40.751581,-73.97791,3686,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,40507,Subscriber,1971,1
885,2020-04-20 16:12:11.0790,2020-04-20 16:26:56.7130,531,Forsyth St & Broome St,40.71893904,-73.99266288,497,E 17 St & Broadway,40.73704984,-73.99009296,40264,Customer,1994,2
2701,2020-04-20 16:12:12.9210,2020-04-20 16:57:13.9500,3478,2 Ave & 36 St,40.65708866668485,-74.00870203971863,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,36139,Customer,1992,1
1187,2020-04-20 16:12:13.6090,2020-04-20 16:32:01.4590,3765,Bushwick Ave & Stagg St,40.709897,-73.94008000000001,3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,43469,Customer,1969,0
410,2020-04-20 16:12:15.2460,2020-04-20 16:19:05.4510,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,17559,Subscriber,1995,2
2286,2020-04-20 16:12:15.5650,2020-04-20 16:50:21.6280,3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,3597,43 St & Broadway,40.7577284,-73.9166368,32844,Subscriber,1990,2
440,2020-04-20 16:12:16.6870,2020-04-20 16:19:37.4070,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,34122,Subscriber,1979,1
913,2020-04-20 16:12:16.9170,2020-04-20 16:27:30.7830,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,39007,Subscriber,1976,1
616,2020-04-20 16:12:18.3980,2020-04-20 16:22:35.1470,3712,W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389,447,8 Ave & W 52 St,40.76370739,-73.9851615,43036,Customer,1980,1
819,2020-04-20 16:12:19.7200,2020-04-20 16:25:59.2200,3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982,3002,South End Ave & Liberty St,40.711512,-74.01575600000001,28322,Subscriber,1995,2
2458,2020-04-20 16:12:21.4220,2020-04-20 16:53:19.9670,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,331,Pike St & Monroe St,40.71173107,-73.99193043,38861,Subscriber,1983,1
1064,2020-04-20 16:12:22.1280,2020-04-20 16:30:06.8390,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3735,W 30 St & 10 Ave,40.752694,-74.002353,40866,Customer,1969,0
1071,2020-04-20 16:12:22.6470,2020-04-20 16:30:14.0500,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3735,W 30 St & 10 Ave,40.752694,-74.002353,40332,Customer,1969,0
123,2020-04-20 16:12:26.9980,2020-04-20 16:14:30.8800,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,29870,Customer,1994,2
1901,2020-04-20 16:12:27.1340,2020-04-20 16:44:08.2910,507,E 25 St & 2 Ave,40.73912601,-73.97973776,3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,40735,Subscriber,1980,1
174,2020-04-20 16:12:27.7120,2020-04-20 16:15:22.5350,3689,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,20957,Subscriber,1999,1
189,2020-04-20 16:12:29.5450,2020-04-20 16:15:38.8060,3905,4 Ave & E 12 St,40.732647,-73.99011,326,E 11 St & 1 Ave,40.72953837,-73.98426726,24943,Subscriber,1969,0
1455,2020-04-20 16:12:31.2680,2020-04-20 16:36:46.8120,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,18006,Customer,1969,0
511,2020-04-20 16:12:32.0370,2020-04-20 16:21:03.8020,3156,E 72 St & York Ave,40.76663814,-73.95348296,3312,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,41470,Subscriber,1977,2
1033,2020-04-20 16:12:33.0160,2020-04-20 16:29:46.0410,454,E 51 St & 1 Ave,40.75455731,-73.96592976,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,43085,Subscriber,1984,2
262,2020-04-20 16:12:33.2560,2020-04-20 16:16:55.7210,363,West Thames St,40.70834698,-74.01713445,3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,27749,Subscriber,1992,1
175,2020-04-20 16:12:34.2290,2020-04-20 16:15:29.6310,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,36867,Subscriber,1969,2
2373,2020-04-20 16:12:36.4730,2020-04-20 16:52:09.7430,3497,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349,3498,Pleasant Ave & E 120 St,40.7974772,-73.9311847,43734,Subscriber,1963,2
964,2020-04-20 16:12:36.6510,2020-04-20 16:28:40.6600,530,11 Ave & W 59 St,40.771496710544405,-73.99046033620834,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,43387,Subscriber,1958,2
779,2020-04-20 16:12:36.9180,2020-04-20 16:25:36.5860,268,Howard St & Centre St,40.71910537,-73.99973337,339,Avenue D & E 12 St,40.72580614,-73.97422494,27659,Subscriber,1997,1
857,2020-04-20 16:12:38.8380,2020-04-20 16:26:56.3200,3315,Henry St & Degraw St,40.684751399999996,-73.99917254,3315,Henry St & Degraw St,40.684751399999996,-73.99917254,40452,Subscriber,1987,1
2555,2020-04-20 16:12:39.3190,2020-04-20 16:55:15.0350,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,42822,Subscriber,1976,1
1055,2020-04-20 16:12:39.3950,2020-04-20 16:30:14.9800,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,465,Broadway & W 41 St,40.75513557,-73.98658032,28396,Customer,1996,2
